Date,Close/Last,Volume,Open,High,Low
05/29/2025,$258.69,2295228,$260.75,$261.13,$256.77
05/28/2025,$260.24,2318437,$263.16,$265.00,$259.94
05/27/2025,$263.23,3284216,$261.00,$263.7869,$259.63
05/23/2025,$258.63,2722721,$258.58,$259.8696,$255.79
05/22/2025,$258.37,3091253,$260.77,$261.2711,$257.91
05/21/2025,$260.87,3753904,$264.97,$265.6499,$260.41
05/20/2025,$266.95,2437860,$267.40,$269.28,$265.6201
05/19/2025,$268.41,3198903,$265.45,$269.135,$265.08
05/16/2025,$266.76,3817937,$266.35,$267.98,$264.59
05/15/2025,$266.68,4856276,$259.01,$267.43,$258.61
05/14/2025,$257.82,3635124,$257.60,$260.55,$256.22
05/13/2025,$258.59,3521389,$254.43,$259.58,$252.88
05/12/2025,$253.69,4609520,$252.50,$253.81,$244.65
05/09/2025,$249.20,2901346,$252.51,$253.00,$247.64
05/08/2025,$254.14,3637012,$255.00,$256.52,$253.25
05/07/2025,$253.37,3400001,$249.45,$254.47,$248.832
05/06/2025,$249.12,2900556,$247.76,$250.19,$246.11
05/05/2025,$249.18,4138168,$243.74,$249.80,$243.64
05/02/2025,$245.55,3731946,$243.125,$245.69,$241.33
05/01/2025,$239.66,4243294,$241.44,$242.37,$237.945
04/30/2025,$241.82,5142993,$236.73,$242.47,$234.3401
04/29/2025,$239.39,3426508,$237.00,$239.98,$236.14
04/28/2025,$236.16,3653461,$232.86,$236.63,$232.07
04/25/2025,$232.41,6700068,$228.95,$233.36,$226.32
04/24/2025,$229.33,15428140,$231.175,$232.78,$224.4401
04/23/2025,$245.48,7948259,$246.00,$249.34,$243.66
04/22/2025,$240.90,4232658,$238.50,$242.64,$238.02
04/21/2025,$236.22,4908923,$238.065,$240.805,$232.93
04/17/2025,$238.81,4635204,$239.68,$241.775,$237.40
04/16/2025,$238.57,4870299,$240.28,$243.2999,$235.89
04/15/2025,$240.70,3363708,$239.55,$241.53,$238.27
04/14/2025,$239.06,3321717,$239.77,$241.77,$236.73
04/11/2025,$235.48,4325895,$229.72,$237.58,$227.51
04/10/2025,$229.55,5656108,$231.00,$232.57,$222.02
04/09/2025,$235.31,7302808,$217.12,$236.30,$215.1636
04/08/2025,$221.03,6849996,$232.56,$233.05,$217.28
04/07/2025,$225.78,7797889,$219.24,$232.29,$214.50
04/04/2025,$227.48,7407096,$238.00,$240.16,$226.88
04/03/2025,$243.49,5309626,$242.71,$250.61,$242.53
04/02/2025,$249.98,4080832,$248.22,$252.79,$247.23
04/01/2025,$250.34,4413139,$248.03,$250.62,$243.49
03/31/2025,$248.66,6794972,$242.74,$250.89,$242.49
03/28/2025,$244.00,3125594,$246.27,$247.57,$242.07
03/27/2025,$246.21,2889328,$249.71,$250.30,$245.725
03/26/2025,$250.34,4452220,$251.25,$254.32,$249.53
03/25/2025,$249.90,3133809,$248.36,$250.90,$248.20
03/24/2025,$248.45,4753331,$247.31,$248.82,$245.965
03/21/2025,$243.87,9580084,$241.69,$245.205,$238.50
03/20/2025,$243.32,7026796,$244.24,$246.80,$237.224
03/19/2025,$252.29,3853598,$248.33,$253.66,$246.64
03/18/2025,$246.95,4172239,$252.51,$252.57,$245.12
03/17/2025,$252.97,3234149,$249.25,$254.63,$249.00
03/14/2025,$248.35,4045284,$242.745,$248.9499,$241.68
03/13/2025,$245.80,3862416,$248.80,$249.27,$243.04
03/12/2025,$249.63,3849206,$250.35,$253.1273,$245.53
03/11/2025,$248.95,5630570,$255.99,$256.70,$245.86
03/10/2025,$256.90,8165503,$261.56,$266.45,$254.7474
03/07/2025,$261.54,6700184,$245.95,$261.96,$245.1823
03/06/2025,$248.69,3254358,$249.75,$252.10,$246.8019
03/05/2025,$251.35,4009813,$251.58,$252.74,$247.0146
03/04/2025,$253.21,5342106,$248.75,$255.48,$248.10
03/03/2025,$250.19,2977699,$254.735,$255.99,$248.245
02/28/2025,$252.44,7988809,$250.855,$252.8099,$246.54
02/27/2025,$253.23,3402234,$255.22,$257.63,$253.05
02/26/2025,$255.84,3460124,$258.10,$258.325,$254.4104
02/25/2025,$257.75,6292487,$261.08,$263.48,$256.77
02/24/2025,$261.87,4398107,$261.50,$263.845,$259.58
02/21/2025,$261.48,5667874,$263.845,$264.83,$261.10
02/20/2025,$264.74,4884805,$263.65,$265.09,$262.15
02/19/2025,$264.32,3718678,$262.00,$264.36,$260.09
02/18/2025,$263.07,4262812,$261.93,$263.965,$259.83
02/14/2025,$261.28,3925277,$259.00,$261.94,$257.91
02/13/2025,$259.19,4531538,$255.66,$259.28,$254.41
02/12/2025,$255.81,3075308,$252.72,$256.40,$252.02
02/11/2025,$254.70,4801550,$251.10,$256.75,$250.58
02/10/2025,$249.27,3564400,$250.86,$251.95,$246.87
02/07/2025,$252.34,3370284,$255.28,$256.93,$252.02
02/06/2025,$253.44,6128293,$262.98,$263.38,$252.73
02/05/2025,$263.30,6165096,$265.71,$265.72,$261.18
02/04/2025,$264.46,6077652,$260.00,$265.25,$258.1233
02/03/2025,$260.73,8408523,$252.40,$262.06,$251.84
01/31/2025,$255.70,7203519,$256.05,$257.235,$251.89
01/30/2025,$258.27,15381890,$250.00,$261.80,$247.01
01/29/2025,$228.63,7079804,$225.62,$229.47,$223.73
01/28/2025,$225.66,4485429,$224.32,$225.77,$221.77
01/27/2025,$224.13,4898355,$222.19,$224.30,$219.84
01/24/2025,$224.80,3233293,$225.27,$226.8104,$223.80
01/23/2025,$226.04,3619651,$223.94,$226.04,$223.15
01/22/2025,$223.26,4759490,$221.98,$224.40,$220.35
01/21/2025,$224.26,3982203,$224.99,$227.45,$222.8302
01/17/2025,$224.79,5506837,$225.955,$225.955,$223.64
01/16/2025,$222.66,3329060,$219.69,$222.68,$217.38
01/15/2025,$220.03,2951825,$220.87,$221.6761,$218.01
01/14/2025,$217.75,3485829,$218.00,$218.125,$214.61
01/13/2025,$217.40,3716816,$217.89,$219.59,$214.75
01/10/2025,$219.75,3570497,$222.00,$222.43,$216.80
01/08/2025,$223.18,2619768,$223.91,$224.90,$220.83
01/07/2025,$223.96,3299701,$223.35,$226.711,$222.83
01/06/2025,$222.67,2847128,$223.00,$224.35,$220.75
01/03/2025,$222.65,3873578,$220.55,$223.66,$220.55
01/02/2025,$219.94,2579498,$221.82,$222.49,$217.60
12/31/2024,$219.83,2270512,$220.72,$221.0493,$218.44
12/30/2024,$220.25,2095565,$220.54,$221.5942,$217.6523
12/27/2024,$222.78,1810760,$223.14,$224.42,$221.4054
12/26/2024,$224.89,3287238,$223.31,$225.40,$222.55
12/24/2024,$224.41,1186216,$222.27,$224.4446,$221.5428
12/23/2024,$221.93,2988137,$222.81,$223.74,$221.08
12/20/2024,$223.36,12423200,$222.73,$227.6847,$221.68
12/19/2024,$223.92,4430120,$224.42,$226.20,$222.98
12/18/2024,$220.17,4152517,$229.035,$229.035,$220.03
12/17/2024,$228.97,3651346,$229.23,$230.20,$227.62
12/16/2024,$229.33,3610257,$230.73,$231.03,$226.88
12/13/2024,$230.82,2757683,$232.25,$233.775,$230.26
12/12/2024,$232.26,4515741,$230.66,$233.89,$230.38
12/11/2024,$230.12,3872680,$232.69,$233.00,$229.13
12/10/2024,$231.72,4769531,$228.40,$234.39,$227.80
12/09/2024,$230.00,4970449,$238.00,$239.35,$228.91
12/06/2024,$238.04,4028430,$234.43,$238.38,$234.22
12/05/2024,$234.75,4791116,$233.55,$236.52,$233.46
12/04/2024,$233.49,4104195,$230.00,$233.74,$229.35
12/03/2024,$229.00,3163815,$227.24,$229.11,$226.67
12/02/2024,$227.39,2656181,$227.50,$228.38,$225.51
11/29/2024,$227.41,2640253,$227.75,$230.36,$227.19
11/27/2024,$226.92,2995121,$228.83,$229.19,$224.27
11/26/2024,$228.83,4449543,$226.73,$228.98,$225.5115
11/25/2024,$226.13,7189260,$223.35,$226.42,$222.65
11/22/2024,$222.97,5320740,$223.35,$227.20,$220.89
11/21/2024,$222.40,5236434,$215.81,$222.63,$215.2701
11/20/2024,$214.60,4562901,$211.00,$214.96,$209.7725
11/19/2024,$210.25,2860746,$206.50,$210.33,$206.19
11/18/2024,$208.09,3406045,$207.00,$208.415,$205.3701
11/15/2024,$204.99,3986460,$207.46,$208.49,$204.07
11/14/2024,$208.99,6372853,$210.00,$210.4999,$206.35
11/13/2024,$210.92,3247830,$209.50,$211.41,$209.0701
11/12/2024,$210.86,2818216,$211.90,$213.03,$209.06
11/11/2024,$213.57,3012987,$214.40,$215.41,$213.48
11/08/2024,$213.72,3201038,$214.16,$216.70,$212.7809
11/07/2024,$213.69,3675812,$213.64,$214.5199,$211.93
11/06/2024,$213.60,3934386,$213.48,$214.33,$210.37
11/05/2024,$207.57,2441535,$206.17,$208.115,$205.57
11/04/2024,$206.32,2594119,$207.65,$207.70,$205.80
11/01/2024,$208.25,3334308,$207.77,$209.84,$207.41
10/31/2024,$206.72,5925250,$204.13,$208.13,$203.51
10/30/2024,$204.90,6956624,$209.48,$211.12,$204.26
10/29/2024,$210.43,5258366,$211.99,$213.34,$209.85
10/28/2024,$212.91,4993343,$215.50,$216.25,$212.70
10/25/2024,$214.67,8482235,$216.80,$218.65,$214.385
10/24/2024,$218.39,11193440,$220.80,$221.32,$216.16
10/23/2024,$232.75,5791002,$230.41,$233.34,$230.26
10/22/2024,$232.25,3180807,$231.99,$232.97,$230.67
10/21/2024,$231.75,2733336,$231.21,$232.42,$230.26
10/18/2024,$232.20,4715688,$231.92,$232.6499,$230.17
10/17/2024,$232.88,5040092,$232.00,$233.145,$230.655
10/16/2024,$233.67,2846669,$232.11,$233.88,$231.12
10/15/2024,$232.96,3350556,$236.40,$237.37,$232.71
10/14/2024,$235.26,2524389,$233.57,$236.12,$233.17
10/11/2024,$233.26,3469322,$233.25,$233.44,$230.46
10/10/2024,$233.02,3142031,$235.10,$235.83,$231.81
10/09/2024,$234.30,5083566,$229.20,$234.95,$228.50
10/08/2024,$228.62,3245342,$228.11,$229.345,$227.0401
10/07/2024,$227.12,3457952,$225.38,$227.67,$225.02
10/04/2024,$226.00,3554328,$223.75,$226.08,$223.27
10/03/2024,$222.72,3788265,$219.50,$222.83,$219.27
10/02/2024,$219.73,3343399,$218.31,$220.20,$215.798
10/01/2024,$219.35,3548374,$220.63,$221.10,$215.90
09/30/2024,$221.08,3544264,$220.65,$221.32,$219.02
09/27/2024,$220.84,3830335,$223.00,$224.15,$220.77
09/26/2024,$223.43,2673210,$222.11,$224.00,$221.355
09/25/2024,$221.23,2537751,$221.17,$221.85,$220.16
09/24/2024,$220.97,3184114,$219.78,$221.19,$218.16
09/23/2024,$220.50,4074755,$218.00,$220.62,$217.27
09/20/2024,$217.70,9958980,$214.33,$217.85,$213.74
09/19/2024,$213.89,5279559,$218.01,$218.48,$210.37
09/18/2024,$214.94,3482764,$214.13,$216.86,$213.59
09/17/2024,$214.13,5635210,$217.25,$218.84,$213.00
09/16/2024,$217.16,4176257,$215.88,$217.90,$215.52
09/13/2024,$214.79,4572344,$212.48,$216.09,$212.13
09/12/2024,$211.61,4616446,$210.00,$212.65,$208.265
09/11/2024,$209.89,5554309,$207.76,$210.12,$203.04
09/10/2024,$205.32,3070644,$204.20,$205.83,$202.87
09/09/2024,$203.53,3705004,$201.94,$205.05,$201.43
09/06/2024,$200.74,3304491,$202.38,$204.10,$199.335
09/05/2024,$202.59,3229345,$204.08,$205.95,$200.96
09/04/2024,$204.11,3142476,$200.76,$204.36,$200.50
09/03/2024,$201.28,3874697,$201.91,$204.72,$200.21
08/30/2024,$202.13,4750999,$199.11,$202.17,$198.73
08/29/2024,$198.90,2989594,$199.30,$201.12,$198.27
08/28/2024,$198.46,2645244,$199.00,$200.00,$197.49
08/27/2024,$198.73,2617229,$197.44,$199.40,$196.97
08/26/2024,$197.98,2567217,$196.00,$198.345,$195.90
08/23/2024,$196.10,2321961,$196.79,$197.38,$194.39
08/22/2024,$195.96,1969496,$197.25,$197.92,$195.57
08/21/2024,$197.21,2579343,$195.97,$197.33,$194.115
08/20/2024,$196.03,1790371,$194.59,$196.21,$193.75
08/19/2024,$194.73,2361378,$193.84,$195.525,$193.715
08/16/2024,$193.78,2494472,$193.58,$194.35,$192.86
08/15/2024,$193.95,2471985,$193.51,$194.25,$193.28
08/14/2024,$192.32,1895114,$191.15,$193.09,$190.73
08/13/2024,$190.99,2178862,$190.29,$191.31,$189.21
08/12/2024,$189.48,2290421,$191.25,$191.5761,$189.0001
08/09/2024,$191.45,2773706,$191.18,$192.63,$189.04
08/08/2024,$192.61,3712698,$187.50,$192.88,$187.00
08/07/2024,$186.80,3801942,$188.08,$189.87,$186.70
08/06/2024,$186.80,3632517,$184.70,$188.90,$183.64
08/05/2024,$183.31,4975002,$184.55,$185.255,$181.81
08/02/2024,$189.12,4548824,$188.78,$189.26,$185.70
08/01/2024,$189.66,4085354,$192.81,$193.635,$188.29
07/31/2024,$192.14,5558405,$191.00,$194.5499,$189.99
07/30/2024,$191.04,3064978,$191.48,$192.77,$189.09
07/29/2024,$191.50,3336806,$193.18,$193.29,$189.18
07/26/2024,$191.75,4294875,$190.51,$193.57,$189.622
07/25/2024,$191.98,9532802,$186.80,$196.26,$185.30
07/24/2024,$184.02,6962071,$184.14,$185.0714,$183.145
07/23/2024,$184.10,2180225,$184.36,$185.38,$183.01
07/22/2024,$184.15,2488525,$183.40,$184.97,$182.86
07/19/2024,$183.25,3816039,$186.33,$187.00,$181.95
07/18/2024,$185.22,3487808,$186.64,$189.47,$185.10
07/17/2024,$187.45,4225302,$185.44,$187.94,$185.07
07/16/2024,$185.81,3374526,$184.67,$186.60,$184.52
07/15/2024,$182.88,2925794,$183.38,$184.90,$182.60
07/12/2024,$182.83,4785565,$178.56,$184.16,$178.50
07/11/2024,$178.31,2807145,$177.65,$179.44,$176.62
07/10/2024,$177.84,3462182,$176.60,$178.22,$174.45
07/09/2024,$176.48,2513305,$177.60,$177.70,$175.58
07/08/2024,$177.64,2503038,$176.41,$178.59,$176.01
07/05/2024,$176.02,2085970,$175.74,$176.09,$173.95
07/03/2024,$175.73,1649049,$177.88,$177.98,$175.17
07/02/2024,$177.30,2883275,$174.84,$177.485,$174.32
07/01/2024,$175.10,3320961,$173.45,$176.46,$173.38
06/28/2024,$172.95,4193459,$170.85,$173.46,$170.53
06/27/2024,$170.85,2894001,$171.12,$172.50,$170.48
06/26/2024,$171.87,2779016,$171.28,$172.68,$170.41
06/25/2024,$172.60,4119267,$175.14,$175.7526,$171.42
06/24/2024,$175.01,4864735,$175.00,$178.4599,$174.15
06/21/2024,$172.46,10182030,$173.97,$174.96,$171.40
06/20/2024,$173.92,4723078,$174.08,$174.28,$171.22
06/18/2024,$170.55,3386442,$170.00,$170.75,$168.38
06/17/2024,$169.50,3239815,$168.76,$169.72,$167.50
06/14/2024,$169.21,2777717,$168.29,$169.47,$167.23
06/13/2024,$169.12,3525717,$169.01,$169.59,$168.335
06/12/2024,$169.00,3522698,$171.35,$172.47,$168.101
06/11/2024,$169.32,2951251,$169.98,$170.00,$166.81
06/10/2024,$170.38,3444684,$169.55,$170.76,$168.88
06/07/2024,$170.01,3475495,$168.18,$171.305,$168.06
06/06/2024,$168.20,2207263,$167.38,$168.44,$166.80
06/05/2024,$167.38,3049377,$166.41,$167.79,$165.78
06/04/2024,$165.81,2594203,$164.60,$166.40,$163.88
06/03/2024,$165.28,2776058,$166.54,$166.78,$163.53
05/31/2024,$166.85,4905002,$165.70,$166.97,$163.84
05/30/2024,$165.63,3852963,$165.56,$166.73,$164.23
05/29/2024,$167.05,4206576,$168.00,$168.63,$166.21
